path,kind,classification,action,target,rationale
docs/specs/admin/REFUND_CHARGEBACK_SOP.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/infra/API_ENDPOINTS.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/infra/ASSIGNMENT_ENGINE.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/infra/DB_SCHEMA_MIGRATION.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/infra/MONITORING_ALERTING.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/infra/N8N_ORCHESTRATION.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/infra/PAYOUT_PROCESSOR.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/infra/REFUND_PROCESSOR.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/infra/STATE_SYNC.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/infra/STRIPE_WEBHOOK_ROUTER.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/job/BOOKING_SYSTEM.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/job/CANCELLATION_RULES.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/job/CLEANER_WORKFLOW.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/job/JOB_REASSIGNMENT.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/job/JOB_STATUS_MACHINE.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/job/NO_SHOW_DETECTION.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/job/PHOTO_VERIFICATION.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/job/PRICING_CREDIT_CALC.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/micro/DB_CONSTRAINTS_VALIDATION.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/micro/EARNINGS_MATH.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/micro/LEDGER_ENTRY_RULES.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/micro/RELIABILITY_SCORE.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/micro/STRIPE_EVENT_HANDLING.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/micro/STRIPE_IDEMPOTENCY.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/micro/WALLET_MATH.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/ui/ACCOUNT_SETTINGS_UX.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/ui/CLEANER_APP_UX.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/ui/CLEANER_PORTAL_CLIENTS_INVOICING.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/ui/CLIENT_BOOKING_UX.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/ui/CLIENT_POST_JOB_UX.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/ui/DISPUTE_UX.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/ui/PAYMENT_FAILURE_UX.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/ui/PAYOUT_FAILURE_UX.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/versions/MASTER_CHECKLIST.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/versions/PRIORITIZED_BACKLOG.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/versions/V1_PLAN.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/versions/V2_PLAN.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/versions/V3_PLAN.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/versions/V4_PLAN.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/versions/V5_PLAN.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
document analysis overview puretask - needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/document analysis overview puretask - needs review.txt,intake or transient text artifact outside canonical docs
document review and execution for puretask - analyze.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/document review and execution for puretask - analyze.txt,intake or transient text artifact outside canonical docs
epic front end guide -puretask needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/epic front end guide -puretask needs review.txt,intake or transient text artifact outside canonical docs
eslint-report.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/eslint-report.txt,intake or transient text artifact outside canonical docs
event types and puretask stuff need to analyze.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/event types and puretask stuff need to analyze.txt,intake or transient text artifact outside canonical docs
figma stuff -puretask needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/figma stuff -puretask needs review.txt,intake or transient text artifact outside canonical docs
gameification puretask - needs review but good.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/gameification puretask - needs review but good.txt,intake or transient text artifact outside canonical docs
hey gen video creator api.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/hey gen video creator api.txt,intake or transient text artifact outside canonical docs
important credsit system puretask - neeeds review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/important credsit system puretask - neeeds review.txt,intake or transient text artifact outside canonical docs
install stripe cli windows - puretask needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/install stripe cli windows - puretask needs review.txt,intake or transient text artifact outside canonical docs
instructions puyretask - needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/instructions puyretask - needs review.txt,intake or transient text artifact outside canonical docs
interactive website design- puretask needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/interactive website design- puretask needs review.txt,intake or transient text artifact outside canonical docs
mcp/README.md,md,Keep Reference,keep,,non-doc repo markdown retained (tooling/code-adjacent)
nodeSetup/README.md,md,Keep Reference,keep,,non-doc repo markdown retained (tooling/code-adjacent)
product/FINAL_PLATFORM_CAPABILITIES.md,md,Keep Reference,keep,,non-doc repo markdown retained (tooling/code-adjacent)
product/PRODUCT_VISION.md,md,Keep Reference,keep,,non-doc repo markdown retained (tooling/code-adjacent)
product/PURETASK_LONG_TERM_ROADMAP.md,md,Keep Reference,keep,,non-doc repo markdown retained (tooling/code-adjacent)
puretask interactive design ideas-needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/puretask interactive design ideas-needs review.txt,intake or transient text artifact outside canonical docs
puretask master document - needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/puretask master document - needs review.txt,intake or transient text artifact outside canonical docs
puretask plans semi important - need to review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/puretask plans semi important - need to review.txt,intake or transient text artifact outside canonical docs
puretask ux description - needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/puretask ux description - needs review.txt,intake or transient text artifact outside canonical docs
railway setup help - puretask -needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/railway setup help - puretask -needs review.txt,intake or transient text artifact outside canonical docs
reliability score guide puretask- needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/reliability score guide puretask- needs review.txt,intake or transient text artifact outside canonical docs
review and analyze options puretask- needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/review and analyze options puretask- needs review.txt,intake or transient text artifact outside canonical docs
script for add.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/script for add.txt,intake or transient text artifact outside canonical docs
script for busy person video.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/script for busy person video.txt,intake or transient text artifact outside canonical docs
scripts/railway-variables-checklist.md,md,Keep Reference,keep,,non-doc repo markdown retained (tooling/code-adjacent)
scripts/setup-railway-cron.md,md,Keep Reference,keep,,non-doc repo markdown retained (tooling/code-adjacent)
setup puretask workspsace- needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/setup puretask workspsace- needs review.txt,intake or transient text artifact outside canonical docs
src/gamification-bundle/README.md,md,Keep Reference,keep,,non-doc repo markdown retained (tooling/code-adjacent)
src/tests/README.md,md,Keep Reference,keep,,non-doc repo markdown retained (tooling/code-adjacent)
src/workers/WORKER_STATUS.md,md,Keep Reference,keep,,non-doc repo markdown retained (tooling/code-adjacent)
stripe flatform vs marketplace - puretask needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/stripe flatform vs marketplace - puretask needs review.txt,intake or transient text artifact outside canonical docs
summary of user flows - needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/summary of user flows - needs review.txt,intake or transient text artifact outside canonical docs
super important puretask automations - needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/super important puretask automations - needs review.txt,intake or transient text artifact outside canonical docs
test-results-backend.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/test-results-backend.txt,intake or transient text artifact outside canonical docs
workflow setup progress- puretask needs review.txt,txt,Archive,move_to_archive,docs/archive/raw/intake_txt/workflow setup progress- puretask needs review.txt,intake or transient text artifact outside canonical docs
